,category_african,category_bagels,category_bakeries,category_bars,category_bbq,category_beerbar,category_breakfast_brunch,category_bubbletea,category_buffets,category_burgers,category_cafes,category_cafeteria,category_candy,category_caribbean,category_chicken_wings,category_chickenshop,category_chinese,category_cocktailbars,category_coffee,category_convenience,category_creperies,category_cuban,category_cupcakes,category_customcakes,category_delis,category_desserts,category_diners,category_divebars,category_dog_parks,category_dominican,category_donuts,category_falafel,category_fishnchips,category_foodstands,category_foodtrucks,category_french,category_gastropubs,category_gaybars,category_gelato,category_gourmet,category_greek,category_grocery,category_halal,category_hookah_bars,category_hotdogs,category_icecream,category_indpak,category_irish_pubs,category_italian,category_japanese,category_juicebars,category_kosher,category_landmarks,category_latin,category_localflavor,category_mediterranean,category_mexican,category_mideastern,category_modern_european,category_moroccan,category_museums,category_newamerican,category_parks,category_peruvian,category_pizza,category_publicart,category_pubs,category_puertorican,category_restaurants,category_salad,category_sandwiches,category_seafood,category_soulfood,category_spanish,category_sportsbars,category_steak,category_streetvendors,category_sushi,category_tacos,category_tapas,category_tapasmallplates,category_tex-mex,category_thai,category_tobaccoshops,category_tradamerican,category_vegetarian,category_vietnamese,category_wine_bars,rent
2011-11-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,8.0,0.0,1.0,17.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1531.857142857143
2011-12-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,17.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1493.7142857142858
2012-01-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,17.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1414.4285714285713
2012-02-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,17.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1414.4285714285713
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446.142857142857
2012-04-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,15.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,18.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1499.2857142857142
2012-05-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,15.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,18.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1517.7142857142858
2012-06-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,16.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,18.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1478.2857142857142
2012-07-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,2.0,0.0,16.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,18.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1516.0
2012-08-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,2.0,0.0,16.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,18.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,12.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1489.857142857143
2012-09-01,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,2.0,0.0,16.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,19.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,13.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1478.7142857142858
2012-10-01,0.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,2.0,0.0,19.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,1.0,0.0,1.0,9.0,0.0,1.0,19.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,15.0,1.0,1.0,2.0,4.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1457.2857142857142
2012-11-01,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,2.0,0.0,19.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,1.0,0.0,1.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,15.0,1.0,1.0,2.0,4.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1477.857142857143
2012-12-01,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,2.0,0.0,20.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,1.0,1.0,1.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,17.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1477.857142857143
2013-01-01,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,0.0,21.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,4.0,2.0,1.0,1.0,1.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,18.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1414.4285714285713
2013-02-01,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,0.0,21.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,5.0,2.0,1.0,1.0,1.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,18.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1457.2857142857142
2013-03-01,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,0.0,21.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,5.0,2.0,1.0,1.0,1.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,18.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1457.2857142857142
2013-04-01,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,0.0,21.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0,3.0,0.0,5.0,2.0,1.0,1.0,1.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,18.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1414.2665042944955
2013-05-01,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,0.0,22.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0,3.0,0.0,5.0,2.0,1.0,1.0,1.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,19.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1564.867717280199
2013-06-01,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,0.0,23.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,6.0,2.0,1.0,1.0,2.0,9.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,19.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1588.037134662615
2013-07-01,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,4.0,3.0,0.0,24.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,6.0,2.0,1.0,1.0,2.0,10.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,19.0,1.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1583.617717280199
2013-08-01,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,4.0,3.0,0.0,24.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,6.0,2.0,2.0,1.0,2.0,10.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,19.0,1.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1669.1300955010706
2013-09-01,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,4.0,3.0,0.0,24.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,6.0,2.0,2.0,1.0,2.0,10.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,19.0,1.0,1.0,2.0,5.0,0.0,5.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1692.2995128834866
2013-10-01,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,4.0,3.0,0.0,24.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,5.0,0.0,6.0,2.0,2.0,1.0,2.0,10.0,0.0,1.0,20.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,19.0,1.0,1.0,2.0,6.0,0.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1706.6300955010706
2013-11-01,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,4.0,3.0,0.0,25.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,8.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,5.0,0.0,6.0,2.0,2.0,1.0,2.0,10.0,0.0,1.0,21.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,19.0,1.0,1.0,2.0,6.0,0.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1645.9606781186549
